mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.200028324127198,1.9512101777603728,0.062462997436523435,0.019894412603708434,150,5,6,sqrt,12,balanced,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 12, 'class_weight': 'balanced'}",0.35058535715794464,0.3424810718823414,0.3509769313704382,0.3535765464936242,0.38000778139056623,0.3555255376589829,0.012793999489169101,36
2.971467971801758,1.4203815645002296,0.04721465110778809,0.008196754393629704,100,10,2,log2,18,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 18, 'class_weight': 'balanced'}",0.33107665429133,0.4986678266543418,0.33164368379934955,0.3320813601146735,0.330871978581654,0.36486830068826975,0.06690111668923056,21
2.859654188156128,1.3928808822350938,0.04335479736328125,0.006169650780145113,100,15,4,sqrt,12,balanced,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 12, 'class_weight': 'balanced'}",0.34168011952087785,0.33988863301287914,0.3535477205472308,0.3557565207673199,0.37879914322437874,0.3539344274145373,0.013922471483310078,45
3.0276365756988524,1.4464770744522957,0.050906133651733396,0.009078830681460832,100,10,4,sqrt,18,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 18, 'class_weight': 'balanced'}",0.33104000582432386,0.49858603437024146,0.33164368379934955,0.3321177815272411,0.3333966238311192,0.36535682587045504,0.06661911237341724,20
2.8280279636383057,1.3438417306660124,0.05014801025390625,0.009015505632869309,100,15,6,sqrt,12,balanced,"{'n_estimators': 100, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 12, 'class_weight': 'balanced'}",0.3474608609309051,0.33925517251079507,0.351732176065303,0.346637433056999,0.3849732186516785,0.3540117722431361,0.015992875135862686,41
2.8025213718414306,1.2854284510849665,0.044993114471435544,0.006397599649948688,100,10,2,log2,12,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 12, 'class_weight': 'balanced'}",0.34253713094115207,0.33438191017000124,0.3476754944694454,0.3531853081552189,0.3789965238940214,0.35135527352596785,0.015144525247219279,50
5.970807790756226,3.0255477432842453,0.08180618286132812,0.010831938768221316,200,15,2,log2,24,balanced,"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 24, 'class_weight': 'balanced'}",0.33105833105833105,0.4986678266543418,0.33164368379934955,0.33217239878101873,0.32836149485387195,0.3643807470293826,0.06715635888498722,25
5.86613655090332,2.805133108046561,0.08698186874389649,0.020151323740192174,200,10,6,log2,18,balanced,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2', 'max_depth': 18, 'class_weight': 'balanced'}",0.33094834962768765,0.4985314913521157,0.33162542243540827,0.343083028404415,0.3283056258945282,0.366498783542831,0.06621123088689107,15
6.024543762207031,2.893472286087192,0.09019331932067871,0.019344281376440602,200,15,4,log2,18,balanced,"{'n_estimators': 200, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 18, 'class_weight': 'balanced'}",0.33100334935197323,0.49858603437024146,0.33162542243540827,0.343083028404415,0.330900822220279,0.3670397313564634,0.06593507156408986,8
4.32709813117981,2.098974996105269,0.061776590347290036,0.01233382722716259,150,15,4,sqrt,12,balanced,"{'n_estimators': 150, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 12, 'class_weight': 'balanced'}",0.3450450211935065,0.3420687315767214,0.35345524611641094,0.35276892442056634,0.38031589022667545,0.3547307627067761,0.013521946037781651,40
